met_2,met_3,met_4,met_5,met_6,met_7,met_8,met_9,met_10,met_11,met_12
5.1189665282462276,4.674454178382759,4.478721659755895,4.422333633506495,4.568348562106111,3.4823142197986274,3.2875242358018752,3.225942948553176,3.6999463493615545,3.4802441147783623,3.602453021939553
5.144756298725859,4.698437400586558,4.427251813464561,4.5919685270808825,4.3276592785235355,3.368236918210854,3.52003524635019,3.5542920450681956,3.5632988901716276,3.7369395363925784,3.4724648113588232
5.157965376969646,4.684763159562076,4.406671345994639,4.5580340595415345,4.378736318830839,3.2058966547344054,3.5567800765104414,3.31017666386064,3.530741555858917,3.5835495204442527,3.6018170341011304
5.1915923609029315,4.713487946416554,4.45401079616626,4.305694185537103,4.541885726731209,3.496864571675492,3.5350966987704915,3.5239730949578294,3.6005034513785157,3.226229002598707,3.6200448128652676
5.152503489350035,4.731525988541066,4.365934046597689,4.498296464854316,4.471634023056243,3.4209281661732103,3.487286858045939,3.4286466298555744,3.604927257382551,3.5236183966944243,3.429402446533045
5.166691619114258,4.697784660673584,4.338307605709864,4.704183038128824,4.549702522742857,3.5720003252852837,3.559686448605829,3.4420648202097928,3.524599621954764,3.4528931897158888,3.723715952845737
5.194037895896009,4.710323248204143,4.390059130950377,4.421631597557043,4.471478736585939,3.633596439137691,3.5765899976908813,3.436665101890561,3.7133028986706584,3.5020835104964294,3.3904987563224713
5.146709605054407,4.794648055094492,4.512577358606282,4.460474134573709,4.249113081627626,3.5200362236939142,3.5186779470691625,3.305908647523992,3.4466927017023523,3.574514481912667,3.368506644396132
5.193717366432826,4.586023299797765,4.343756900883471,4.531322712010806,4.472365631553679,3.527587724592398,3.1994960791960905,3.5173845544238502,3.680545948448382,4.013912894686947,3.652711860484524
5.153508751065644,4.736446240416577,4.433686271486633,4.5391779851837475,4.579612147925123,3.552433383050324,3.5432536526282052,3.581389915569545,3.728116168393562,3.5062672604695457,3.557983684381403
5.124961679124328,4.745189650516404,4.459283456489752,4.536279132753447,4.386367021720616,3.418720420108825,3.584438280071489,3.3650249132140653,3.3793668821093004,3.51536734476675,3.598366350734831
5.071461347674477,4.6966265961791525,4.306407536782532,4.528173608295984,4.566989450637761,3.3822049703687926,3.590494183516795,3.5601620209197096,3.5455947258789076,3.607108150088655,3.492355819177667
5.135089529539851,4.668148578822579,4.41319985541697,4.676826149452632,4.356356090823957,3.528124479417247,3.5048583197799443,3.5061749473963575,3.5385150232181606,3.5482139741735996,3.1878984471775547
5.133345874859404,4.682182241282665,4.426042609662532,4.614750998914994,4.635640048213799,3.476195347994604,3.561489420498872,3.5615305204585037,3.7617877446566648,3.671627252562395,3.6495222916862415
5.180117650003061,4.759068657031737,4.410980794905299,4.464811233552774,4.6564321540594005,3.457347419612338,3.5434838342710826,3.5775255801165433,3.54881889607868,3.759865912440114,3.63695825298074
5.212661827182925,4.713855193003645,4.39165666257452,4.542552904910012,4.507295839208591,3.3298644140518823,3.6445211850869894,3.347117904220747,3.637925517660657,3.7627479408847466,3.60160128801476
5.105535422822373,4.791233531866242,4.49361910047694,4.422709924927827,4.597815921089696,3.3164876752090526,3.6576220326022453,3.585877694587743,3.6779448112962356,3.469829253406911,3.5103213333303622
5.1458510414240735,4.7161032260641,4.507321314598831,4.453870685662556,4.5822731239352,3.621138991693565,3.628571781391348,3.5448115668139644,3.6698948618849245,3.5453879390544953,3.617989232727021
5.201241589778212,4.684499239330862,4.398621866369383,4.583677325203574,4.478640767182163,3.4770798457258683,3.446100303406199,3.59660317225332,3.631796253281249,3.5222323719848765,3.4081262346932366
